ID,RiskScore
0,35.45881228319713
1,56.98097582840307
2,31.827874505088502
3,34.18637402239601
4,32.912511403731955
5,72.38482709390097
6,29.58007409055954
7,29.13966230678058
8,28.697485672884653
9,61.90547939790965
10,48.812517414462846
11,28.053462651072635
12,54.85495482412374
13,34.771239227285356
14,47.6803922689822
15,57.460452834669596
16,24.31580200837473
17,34.04729887342451
18,65.33453708519862
19,56.91015689751236
20,73.0112892924128
21,30.818123722159218
22,64.74950622328572
23,39.82255140737822
24,55.68045968993892
25,29.230125652755508
26,32.78839604637264
27,27.463423666075066
28,56.478464871759634
29,62.46872237489151
30,30.648608456799067
31,65.44212922262666
32,34.57711095805667
33,30.38732527820989
34,36.72068723106015
35,36.20709148786151
36,74.325462746619
37,59.9327263577502
38,45.41027597841642
39,72.36460657500572
40,68.41371763133954
41,56.68695703190402
42,80.69577169087535
43,20.252174303307726
44,45.73947827629796
45,27.923114339647274
46,37.84914196161297
47,70.08181783574368
48,28.788201132324502
49,31.919403568785704
50,64.08824752082914
51,60.44547166767986
52,50.980615324122866
53,33.7187462780547
54,28.900812156307396
55,34.86503617448705
56,73.72845092597298
57,33.610192383834445
58,40.38439220041613
59,61.07467268084929
60,67.4098277892144
61,50.88373888159312
62,29.759750706118133
63,81.26712061014932
64,27.922057703850747
65,32.81998695137437
66,56.15817334782852
67,62.857683228114965
68,37.77045135365293
69,70.11313145071998
70,35.08698715457504
71,39.01533830445368
72,50.91048317793709
73,54.60900380794617
74,55.68186564998882
75,65.56105651379326
76,66.71344969182016
77,22.540808111400352
78,50.19341812703525
79,61.15419389605891
80,71.91768109175094
81,62.0956821928841
82,59.21319537707278
83,35.93337588101447
84,69.36309236682997
85,72.5765473907464
86,64.12358372688578
87,21.605774173150433
88,52.86830440622981
89,75.76762668761421
90,33.874655955491214
91,58.92846390123663
92,32.909210883452644
93,29.526298785302885
94,35.09381241136111
95,38.17704301822841
96,34.702348605804794
97,66.50010208826907
98,35.51286036536181
99,62.293471306872505
100,34.9470291213578
101,32.395531909812824
102,66.59085262596757
103,69.61612868583167
104,29.263869621089565
105,82.31751889425608
106,72.11921031755341
107,71.45700331214027
108,37.45241572971781
109,71.0528644960879
110,52.9919777302156
111,66.25548802979345
112,75.31374610833697
113,63.14837397696333
114,68.77343180437916
115,32.471409838679335
116,72.59482533720842
117,58.703960116207085
118,39.0025274725131
119,43.67501613226936
120,30.52710900362657
121,74.17570039648882
122,30.97215576980728
123,57.55639881974934
124,34.81732489173886
125,64.78961276970446
126,25.709055311753627
127,28.77605089498125
128,35.7029675479238
129,67.1518160906935
130,28.739605825533488
131,68.8890501425793
132,67.9310892009142
133,76.46996395697616
134,25.662505434149057
135,34.682933866688785
136,19.542592609391832
137,35.13304616970408
138,33.34814640356235
139,42.16114811438869
140,48.327149062993136
141,50.310567182769475
142,24.627968887905887
143,21.284314433341045
144,68.79422857774003
145,29.42280051263539
146,54.70678139202688
147,67.6178201004407
148,69.45767530083694
149,73.60350022782569
150,38.854483506321785
151,35.370620534712465
152,73.65631695199387
153,46.589719856584225
154,64.37979064966278
155,34.39264237068321
156,68.30617270273251
157,66.78905152425641
158,66.81289556686222
159,73.53157665489981
160,45.352255553477704
161,34.15461649401684
162,69.29758467594091
163,36.73043825159215
164,41.11680395121898
165,54.10986232476186
166,32.7854032495738
167,44.45004982884189
168,34.10960756795657
169,26.45617908052208
170,35.065715091120744
171,38.92510886499474
172,64.71834111347056
173,42.16932972476825
174,33.70164929421701
175,44.383515225823
176,64.43703932243727
177,38.66160810779058
178,49.23906889358471
179,68.70559471889227
180,39.5879629207474
181,30.898720508718654
182,66.76470888736893
183,53.06506924894097
184,71.92073371284602
185,68.98208818566555
186,63.71805644408489
187,63.206601703491614
188,32.05880065207527
189,19.389246185676093
190,29.10751716694901
191,74.65411299422351
192,59.189017775692136
193,26.93190206520722
194,66.82735939034687
195,24.627410226398087
196,32.81464412433785
197,62.90852043613646
198,67.16724673371218
199,35.80206812207923
200,27.266892624103026
201,63.089728918504015
202,32.29258915196252
203,35.36319376071976
204,71.77968976827924
205,63.09818465587735
206,65.95275673421365
207,50.81535153115374
208,57.8123122956124
209,72.38248585862941
210,29.663867662125632
211,27.153244265645654
212,72.10933933022069
213,67.98694953669442
214,39.93525736647838
215,61.39008614121945
216,62.678913020036305
217,74.20066609265007
218,58.38779000122869
219,34.17372715911228
220,30.18394685271001
221,33.98697350305824
222,30.410204013447835
223,59.25031468988604
224,29.817221732957314
225,65.90881132437316
226,59.57181499100291
227,34.61208138263667
228,35.184407000494154
